sequence_id,sequence_length,imgt_success,kabat_success,FR1_len,CDR1_len,FR2_len,CDR2_len,FR3_len,coverage_imgt_1_104,coverage_imgt_1_117,failure_classification
IMGT000046|IGLV3-5*01|Bos,96,True,True,25,6,17,3,36,0.8365,0.8205,truncated_before_104
IMGT000046|IGLV5-45*01|Bos,95,True,True,25,9,17,7,37,0.9135,0.812,truncated_before_104
IMGT000046|IGLV5-50*01|Bos,95,True,True,25,9,17,7,37,0.9135,0.812,truncated_before_104
IMGT000046|IGLV5-72*01|Bos,105,True,True,25,9,17,7,38,0.9231,0.8889,truncated_before_104
IMGT000046|IGLV5-74*01|Bos,104,True,True,25,9,17,7,38,0.9231,0.8803,truncated_before_104
NW_001493549|IGLV5-74*02|Bos,104,True,True,25,9,17,7,38,0.9231,0.8803,truncated_before_104
IMGT000046|IGLV8-24*01|Bos,99,True,True,24,9,17,3,36,0.8558,0.8376,truncated_before_104
IMGT000046|IGLV8-27*01|Bos,95,True,True,23,9,17,2,36,0.8365,0.812,truncated_before_104
IMGT000046|IGLV8-38*01|Bos,99,True,True,24,9,17,3,36,0.8558,0.8376,truncated_before_104
IMGT000046|IGLV8-44*01|Bos,95,True,True,23,9,17,2,36,0.8365,0.812,truncated_before_104
IMGT000046|IGLV8-49*01|Bos,95,True,True,23,9,17,2,36,0.8365,0.812,truncated_before_104
