sequence_id,sequence_length,imgt_success,kabat_success,FR1_len,CDR1_len,FR2_len,CDR2_len,FR3_len,coverage_imgt_1_104,coverage_imgt_1_117,failure_classification
IMGT000014|IGHV1-43*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-44*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-45*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-46*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-47*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-48*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-49*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-5*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-50*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-51*01|Gallus,100,True,True,25,8,17,7,38,0.9135,0.8547,truncated_before_104
M30329|IGHV1-51*02|Gallus,100,True,True,25,8,17,7,38,0.9135,0.8547,truncated_before_104
IMGT000014|IGHV1-53*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-54*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-55*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-56*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-57*01|Gallus,101,True,True,8,8,17,8,38,0.7596,0.7179,truncated_before_104
IMGT000014|IGHV1-58*01|Gallus,101,True,True,8,8,17,8,38,0.7596,0.7179,truncated_before_104
IMGT000014|IGHV1-59*01|Gallus,98,True,True,25,8,16,8,38,0.9135,0.8291,truncated_before_104
IMGT000014|IGHV1-6*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-60*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
M30335|IGHV1-60*02|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-61*02|Gallus,101,True,True,25,9,16,8,38,0.9231,0.8632,truncated_before_104
M30337|IGHV1-61*03|Gallus,101,True,True,25,9,16,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-61-1*01|Gallus,101,True,True,8,8,17,8,38,0.7596,0.7179,truncated_before_104
IMGT000014|IGHV1-61-2*01|Gallus,100,True,True,25,8,17,7,38,0.9135,0.8547,truncated_before_104
IMGT000014|IGHV1-62*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-62D*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-62D-2*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-62D-3*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-63*02|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000007|IGHV1-70*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000007|IGHV1-71*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-72*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-73*01|Gallus,102,True,True,25,9,17,8,38,0.9327,0.8718,truncated_before_104
IMGT000014|IGHV1-74*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-75*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-76*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-77*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
IMGT000014|IGHV1-78*01|Gallus,101,True,True,25,8,17,9,38,0.9327,0.8547,truncated_before_104
IMGT000014|IGHV1-79*01|Gallus,100,True,True,8,8,17,8,38,0.7596,0.7094,truncated_before_104
IMGT000014|IGHV1-80*01|Gallus,100,True,True,8,8,17,8,38,0.7596,0.7009,truncated_before_104
IMGT000014|IGHV1-81*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
IMGT000014|IGHV1-9*01|Gallus,100,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
M30319|IGHV1S1*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
M30334|IGHV1S10*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
M30326|IGHV1S2*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
M30327|IGHV1S3*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
M30328|IGHV1S4*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8547,truncated_before_104
M30330|IGHV1S5*01|Gallus,95,True,True,8,8,17,8,38,0.7596,0.7094,truncated_before_104
M30338|IGHV1S7*01|Gallus,99,True,True,25,8,17,7,38,0.9135,0.8462,truncated_before_104
M30339|IGHV1S8*01|Gallus,101,True,True,25,8,17,8,38,0.9231,0.8632,truncated_before_104
M30331|IGHV1S9*01|Gallus,96,False,False,0,0,0,0,0,0.0,0.0,numbering_fail_empty
