sequence_id,cdr1_cluster_id,cdr1_proxy_score,cdr2_cluster_id,cdr2_proxy_score
AM939744|IGHV3S45*01|Vicugna,cdr1_L8_C6,0.5955,cdr2_L8_C4,0.975
AM939745|IGHV3S46*01|Vicugna,cdr1_L8_C9,0.7045,cdr2_L8_C9,0.5
AM939746|IGHV3S47*01|Vicugna,cdr1_L8_C9,0.7545,cdr2_L7_C26,0.475
AM939747|IGHV3S48*01|Vicugna,cdr1_L8_C9,0.7045,cdr2_L8_C4,0.975
AM939748|IGHV3S5*01|Vicugna,cdr1_L8_C3,0.8136,cdr2_L8_C10,0.625
AM773548|IGHV3S53*01|Vicugna,cdr1_L8_C10,0.6182,cdr2_L7_C27,0.7179
AM939756|IGHV3S54*01|Vicugna,cdr1_L8_C10,0.6182,cdr2_L8_C4,0.925
AM939763|IGHV3S55*01|Vicugna,cdr1_L8_C6,0.6455,cdr2_L7_C27,0.775
AM939764|IGHV3S56*01|Vicugna,cdr1_L8_C6,0.6455,cdr2_L7_C27,0.775
AM939765|IGHV3S57*01|Vicugna,cdr1_L8_C4,0.9227,cdr2_L7_C27,0.775
AM939752|IGHV3S58*01|Vicugna,cdr1_L8_C4,0.9227,cdr2_L8_C2,0.85
AM939753|IGHV3S59*01|Vicugna,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.85
AM939749|IGHV3S6*01|Vicugna,cdr1_L8_C5,0.95,cdr2_L8_C10,0.625
AM939754|IGHV3S60*01|Vicugna,cdr1_L8_C11,0.7045,cdr2_L8_C2,0.85
AM939757|IGHV3S61*01|Vicugna,cdr1_L8_C11,0.7545,cdr2_L8_C11,0.85
AM939758|IGHV3S62*01|Vicugna,cdr1_L8_C11,0.7545,cdr2_L8_C11,0.85
AM939759|IGHV3S63*01|Vicugna,cdr1_L8_C11,0.7545,cdr2_L8_C11,0.85
AM939760|IGHV3S64*01|Vicugna,cdr1_L8_C11,0.7545,cdr2_L8_C11,0.8
AM939761|IGHV3S65*01|Vicugna,cdr1_L8_C11,0.7545,cdr2_L8_C11,0.8
AM939762|IGHV3S66*01|Vicugna,cdr1_L8_C2,0.9455,cdr2_L8_C11,0.85
AM939766|IGHV3S67*01|Vicugna,cdr1_L8_C4,0.9727,cdr2_L7_C27,0.775
AM939755|IGHV3S68*01|Vicugna,cdr1_L8_C12,0.5364,cdr2_L8_C11,0.85
AM939750|IGHV3S7*01|Vicugna,cdr1_L8_C7,0.8364,cdr2_L8_C10,0.625
AM939751|IGHV3S8*01|Vicugna,cdr1_L8_C4,0.9727,cdr2_L7_C25,0.9429
AM939767|IGHV3S9*01|Vicugna,cdr1_L8_C4,0.9727,cdr2_L7_C25,0.9429
AM773548|IGHV4S1*01|Vicugna,cdr1_L10_C23,0.96,cdr2_L7_C28,0.775
AM939702|IGHV4S10*01|Vicugna,cdr1_L10_C23,0.88,cdr2_L6_C33,1.0
AM939703|IGHV4S11*01|Vicugna,cdr1_L10_C23,1.0,cdr2_L6_C33,1.0
AM939769|IGHV4S2*01|Vicugna,cdr1_L10_C23,0.96,cdr2_L7_C28,0.7179
AM939770|IGHV4S3*01|Vicugna,cdr1_L10_C23,1.0,cdr2_L7_C28,0.7179
AM939772|IGHV4S5*01|Vicugna,cdr1_L10_C23,0.92,cdr2_L7_C28,0.775
AM939773|IGHV4S6*01|Vicugna,cdr1_L10_C23,0.92,cdr2_L7_C28,0.775
AM939704|IGHV4S7*01|Vicugna,cdr1_L10_C23,0.92,cdr2_L6_C33,1.0
AM939705|IGHV4S8*01|Vicugna,cdr1_L10_C23,1.0,cdr2_L6_C33,1.0
AM939706|IGHV4S9*01|Vicugna,cdr1_L10_C23,0.92,cdr2_L6_C33,1.0
VHH_SCF_08,cdr1_L1_C24,1.0,cdr2_L3_C36,1.0
M99652|IGHV3-11*01|Homo,cdr1_L8_C13,0.8909,cdr2_L8_C12,0.85
X92287|IGHV3-11*03|Homo,cdr1_L8_C13,0.8909,cdr2_L8_C13,0.875
IMGT000176|IGHV3-11*04|Homo,cdr1_L8_C13,0.8909,cdr2_L8_C12,0.85
BK063801|IGHV3-11*05|Homo,cdr1_L8_C13,0.8909,cdr2_L8_C13,0.875
KC713940|IGHV3-11*06|Homo,cdr1_L8_C13,0.8909,cdr2_L8_C13,0.875
X92217|IGHV3-13*01|Homo,cdr1_L8_C5,0.95,cdr2_L7_C29,0.925
M99653|IGHV3-13*02|Homo,cdr1_L8_C14,0.7864,cdr2_L7_C29,0.8679
IMGT000176|IGHV3-13*03|Homo,cdr1_L8_C5,0.95,cdr2_L7_C29,0.925
BK063801|IGHV3-13*04|Homo,cdr1_L8_C5,0.95,cdr2_L7_C29,0.925
KC713939|IGHV3-13*05|Homo,cdr1_L8_C5,0.95,cdr2_L7_C29,0.8679
JADDCI010010883|IGHV3-13*06|Homo,cdr1_L8_C5,0.95,cdr2_L7_C29,0.925
X92216|IGHV3-15*01|Homo,cdr1_L8_C15,0.8364,cdr2_L10_C38,1.0
M99654|IGHV3-15*02|Homo,cdr1_L8_C15,0.8364,cdr2_L10_C38,1.0
M99408|IGHV3-15*03|Homo,cdr1_L8_C15,0.7864,cdr2_L10_C38,0.92
M99402|IGHV3-15*04|Homo,cdr1_L8_C15,0.8364,cdr2_L10_C38,0.96
M99403|IGHV3-15*05|Homo,cdr1_L8_C15,0.8364,cdr2_L10_C38,1.0
M99404|IGHV3-15*06|Homo,cdr1_L8_C15,0.8364,cdr2_L10_C38,1.0
M99406|IGHV3-15*07|Homo,cdr1_L8_C15,0.8364,cdr2_L10_C38,1.0
M99400|IGHV3-15*08|Homo,cdr1_L8_C15,0.7864,cdr2_L10_C38,0.92
IMGT000112|IGHV3-15*09|Homo,cdr1_L8_C15,0.8364,cdr2_L10_C38,1.0
M99655|IGHV3-16*01|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
AB019440|IGHV3-16*02|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
BK063801|IGHV3-16*03|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
IMGT000176|IGHV3-16*04|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
M99656|IGHV3-19*01|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
IMGT000111|IGHV3-19*02|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
M99657|IGHV3-20*01|Homo,cdr1_L8_C2,0.8955,cdr2_L8_C2,0.85
KC713937|IGHV3-20*02|Homo,cdr1_L8_C2,0.8955,cdr2_L8_C2,0.85
MH332884|IGHV3-20*03|Homo,cdr1_L8_C2,0.8955,cdr2_L8_C2,0.85
MK540646|IGHV3-20*04|Homo,cdr1_L8_C2,0.8955,cdr2_L8_C2,0.85
AB019439|IGHV3-21*01|Homo,cdr1_L8_C5,0.95,cdr2_L8_C13,0.925
M99658|IGHV3-21*02|Homo,cdr1_L8_C5,0.95,cdr2_L8_C13,0.925
MK540646|IGHV3-21*03|Homo,cdr1_L8_C5,0.95,cdr2_L8_C13,0.925
HM855688|IGHV3-21*04|Homo,cdr1_L8_C5,0.95,cdr2_L8_C13,0.925
MK308859|IGHV3-21*05|Homo,cdr1_L8_C5,0.95,cdr2_L8_C13,0.925
MN337623|IGHV3-21*06|Homo,cdr1_L8_C5,0.95,cdr2_L8_C13,0.925
OU596107|IGHV3-21*07|Homo,cdr1_L8_C5,0.95,cdr2_L8_C12,0.85
KY110714|IGHV3-21*08|Homo,cdr1_L8_C5,0.95,cdr2_L7_C30,0.5679
M99659|IGHV3-22*01|Homo,cdr1_L8_C13,0.8409,cdr2_L9_C42,1.0
AB019439|IGHV3-22*02|Homo,cdr1_L8_C13,0.8409,cdr2_L9_C42,1.0
M99660|IGHV3-23*01|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C15,0.725
M35415|IGHV3-23*02|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C15,0.725
AM940223|IGHV3-23*03|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C16,0.625
AC245166|IGHV3-23*04|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C15,0.725
AY757302|IGHV3-23*05|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C16,0.575
AC244492|IGHV3-23D*01|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C15,0.725
M99661|IGHV3-25*01|Homo,cdr1_L8_C16,0.6727,cdr2_L7_C31,0.55
AB019439|IGHV3-25*02|Homo,cdr1_L8_C16,0.6727,cdr2_L7_C31,0.55
AC245166|IGHV3-25*03|Homo,cdr1_L8_C16,0.6727,cdr2_L8_C17,0.625
HM855898|IGHV3-25*04|Homo,cdr1_L8_C16,0.6727,cdr2_L8_C17,0.625
AC280062|IGHV3-25*05|Homo,cdr1_L8_C16,0.6727,cdr2_L8_C17,0.625
AB019439|IGHV3-29*01|Homo,cdr1_L7_C25,0.7,cdr2_L7_C32,0.85
BK063800|IGHV3-29*02|Homo,cdr1_L7_C25,0.7,cdr2_L7_C32,0.85
M83134|IGHV3-30*01|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
L26401|IGHV3-30*02|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
M99663|IGHV3-30*03|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
L06615|IGHV3-30*04|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M77323|IGHV3-30*05|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
L06617|IGHV3-30*06|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
L06614|IGHV3-30*07|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M62737|IGHV3-30*08|Homo,cdr1_L8_C17,0.5364,cdr2_L8_C18,1.0
M77300|IGHV3-30*09|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M77326|IGHV3-30*10|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M77331|IGHV3-30*11|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M77338|IGHV3-30*12|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
M77339|IGHV3-30*13|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
M77327|IGHV3-30*15|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M77328|IGHV3-30*16|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M77329|IGHV3-30*17|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
X92214|IGHV3-30*18|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
L06616|IGHV3-30*19|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
OU596105|IGHV3-30*20|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
AB019439|IGHV3-30-2*01|Homo,cdr1_L7_C26,1.0,cdr2_L8_C19,0.8
IMGT000173|IGHV3-30-2*03|Homo,cdr1_L7_C26,1.0,cdr2_L8_C19,0.8
KC162924|IGHV3-30-22*01|Homo,cdr1_L7_C25,0.7,cdr2_L7_C32,0.85
AC244456|IGHV3-30-3*01|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
M77302|IGHV3-30-3*02|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
KC713945|IGHV3-30-3*03|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C18,1.0
AC244456|IGHV3-30-33*01|Homo,cdr1_L7_C26,1.0,cdr2_L8_C19,0.8
IMGT000177|IGHV3-30-33*02|Homo,cdr1_L7_C26,1.0,cdr2_L8_C19,0.8
AC244456|IGHV3-30-42*01|Homo,cdr1_L7_C25,0.7,cdr2_L7_C32,0.85
IMGT000158|IGHV3-30-42*03|Homo,cdr1_L7_C25,0.6429,cdr2_L7_C32,0.7929
AC244456|IGHV3-30-5*01|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
AC245243|IGHV3-30-5*02|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
AC244456|IGHV3-30-52*01|Homo,cdr1_L7_C26,1.0,cdr2_L8_C19,0.8
AB019439|IGHV3-32*01|Homo,cdr1_L7_C25,0.7,cdr2_L7_C32,0.85
IMGT000177|IGHV3-32*02|Homo,cdr1_L7_C25,0.7,cdr2_L7_C32,0.85
AB019439|IGHV3-33*01|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
M99665|IGHV3-33*02|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
M77305|IGHV3-33*03|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
M77335|IGHV3-33*04|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
M77334|IGHV3-33*05|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,1.0
HM855436|IGHV3-33*06|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
IMGT000056|IGHV3-33*07|Homo,cdr1_L8_C18,0.5364,cdr2_L8_C18,0.95
AC279998|IGHV3-33*08|Homo,cdr1_L8_C5,1.0,cdr2_L8_C18,0.95
AB019439|IGHV3-33-2*01|Homo,cdr1_L7_C26,1.0,cdr2_L8_C19,0.8
M99666|IGHV3-35*01|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
AC280057|IGHV3-35*02|Homo,cdr1_L8_C14,0.8364,cdr2_L8_C14,0.9
M99669|IGHV3-38*01|Homo,cdr1_L8_C19,0.8682,cdr2_L6_C34,1.0
AB019439|IGHV3-38*02|Homo,cdr1_L8_C19,0.8682,cdr2_L6_C34,1.0
KC713943|IGHV3-38*03|Homo,cdr1_L8_C19,0.8682,cdr2_L6_C34,1.0
KF698732|IGHV3-38-3*01|Homo,cdr1_L8_C19,0.8682,cdr2_L6_C34,1.0
IMGT000111|IGHV3-38-3*02|Homo,cdr1_L8_C19,0.8682,cdr2_L6_C34,1.0
BK063799|IGHV3-41*02|Homo,cdr1_L8_C20,0.5364,cdr2_L8_C20,0.5
M99672|IGHV3-43*01|Homo,cdr1_L8_C2,0.8955,cdr2_L8_C2,0.85
BK068299|IGHV3-43*02|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C15,0.675
KC713950|IGHV3-43D*03|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C2,0.85
AC242184|IGHV3-43D*04|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C2,0.85
QEHY01024525|IGHV3-43D*05|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C2,0.85
IMGT000177|IGHV3-43D*06|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C2,0.85
BK063799|IGHV3-47*01|Homo,cdr1_L8_C21,0.6182,cdr2_L7_C29,0.8679
AB019438|IGHV3-47*02|Homo,cdr1_L8_C21,0.5682,cdr2_L7_C29,0.8679
M99675|IGHV3-48*01|Homo,cdr1_L8_C5,0.95,cdr2_L8_C12,0.8
AB019438|IGHV3-48*02|Homo,cdr1_L8_C5,0.95,cdr2_L8_C12,0.8
BK063799|IGHV3-48*03|Homo,cdr1_L8_C5,0.95,cdr2_L8_C12,0.85
HM855336|IGHV3-48*04|Homo,cdr1_L8_C5,0.95,cdr2_L8_C12,0.8
M99676|IGHV3-49*01|Homo,cdr1_L8_C2,0.8955,cdr2_L10_C39,0.85
M99401|IGHV3-49*02|Homo,cdr1_L8_C22,0.5364,cdr2_L10_C39,0.85
AB019438|IGHV3-49*03|Homo,cdr1_L8_C2,0.8955,cdr2_L10_C39,0.85
BK063799|IGHV3-49*04|Homo,cdr1_L8_C2,0.8955,cdr2_L10_C39,0.85
BK063801|IGHV3-49*05|Homo,cdr1_L8_C2,0.8955,cdr2_L10_C39,0.85
M99678|IGHV3-52*01|Homo,cdr1_L8_C5,0.9,cdr2_L8_C21,0.85
AC279961|IGHV3-52*02|Homo,cdr1_L8_C5,0.9,cdr2_L8_C21,0.85
J00237|IGHV3-52*03|Homo,cdr1_L8_C5,0.9,cdr2_L8_C21,0.85
M99679|IGHV3-53*01|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
KF698735|IGHV3-53*02|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
J03617|IGHV3-53*03|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
IMGT000158|IGHV3-53*04|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
MK308860|IGHV3-53*05|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
IMGT000112|IGHV3-53*06|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
M99680|IGHV3-54*01|Homo,cdr1_L7_C26,1.0,cdr2_L5_C43,1.0
X92215|IGHV3-54*02|Homo,cdr1_L7_C26,1.0,cdr2_L6_C35,0.6
AB019438|IGHV3-54*04|Homo,cdr1_L7_C26,1.0,cdr2_L5_C43,1.0
IMGT000177|IGHV3-54*07|Homo,cdr1_L7_C26,1.0,cdr2_L6_C35,0.6
M29813|IGHV3-60*06|Homo,cdr1_L8_C7,0.8364,cdr2_L8_C22,0.7
AB019437|IGHV3-62*01|Homo,cdr1_L8_C7,0.8364,cdr2_L8_C22,0.7
BK063799|IGHV3-62*03|Homo,cdr1_L8_C7,0.8364,cdr2_L8_C22,0.7
MK540647|IGHV3-62*04|Homo,cdr1_L8_C7,0.8364,cdr2_L8_C22,0.7
M99681|IGHV3-63*01|Homo,cdr1_L7_C26,0.9429,cdr2_L8_C23,0.625
IMGT000058|IGHV3-63*02|Homo,cdr1_L7_C26,0.9429,cdr2_L8_C23,0.625
BK068299|IGHV3-63*03|Homo,cdr1_L7_C26,0.9429,cdr2_L8_C23,0.625
M99682|IGHV3-64*01|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
AB019437|IGHV3-64*02|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
M77298|IGHV3-64*03|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
M77299|IGHV3-64*04|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
M77301|IGHV3-64*05|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
MK540647|IGHV3-64*07|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
KC713941|IGHV3-64D*06|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
MN337624|IGHV3-64D*08|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
MN337625|IGHV3-64D*09|Homo,cdr1_L8_C4,0.9727,cdr2_L8_C2,0.95
X92218|IGHV3-66*01|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
AB019437|IGHV3-66*03|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,0.9429
X70208|IGHV3-66*04|Homo,cdr1_L8_C19,0.9182,cdr2_L7_C25,1.0
AJ879484|IGHV3-69-1*01|Homo,cdr1_L8_C13,0.8909,cdr2_L7_C30,0.625
AJ879485|IGHV3-69-1*02|Homo,cdr1_L8_C13,0.8909,cdr2_L7_C30,0.625
M99649|IGHV3-7*01|Homo,cdr1_L8_C5,0.95,cdr2_L8_C21,0.9
X92288|IGHV3-7*02|Homo,cdr1_L8_C5,0.95,cdr2_L8_C21,0.9
HM855666|IGHV3-7*03|Homo,cdr1_L8_C5,0.95,cdr2_L8_C21,0.9
MN337620|IGHV3-7*04|Homo,cdr1_L8_C5,0.95,cdr2_L8_C21,0.9
MN337619|IGHV3-7*05|Homo,cdr1_L8_C5,0.95,cdr2_L8_C21,0.9
AB019437|IGHV3-71*01|Homo,cdr1_L8_C13,0.8909,cdr2_L9_C42,1.0
HM855875|IGHV3-71*02|Homo,cdr1_L8_C13,0.8909,cdr2_L9_C42,1.0
IMGT000175|IGHV3-71*03|Homo,cdr1_L8_C13,0.8909,cdr2_L9_C42,1.0
MK540648|IGHV3-71*04|Homo,cdr1_L8_C13,0.8909,cdr2_L9_C42,1.0
X92206|IGHV3-72*01|Homo,cdr1_L8_C8,0.5682,cdr2_L10_C40,0.55
X70197|IGHV3-73*01|Homo,cdr1_L8_C7,0.7864,cdr2_L10_C41,0.7
AB019437|IGHV3-73*02|Homo,cdr1_L8_C7,0.7864,cdr2_L10_C41,0.7
AB019437|IGHV3-74*01|Homo,cdr1_L8_C5,0.95,cdr2_L8_C6,0.7
Z17392|IGHV3-74*02|Homo,cdr1_L8_C5,0.95,cdr2_L8_C6,0.7
J00239|IGHV3-74*03|Homo,cdr1_L8_C5,0.95,cdr2_L8_C6,0.7
M99651|IGHV3-9*01|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C24,0.7
HM855577|IGHV3-9*02|Homo,cdr1_L8_C2,0.8955,cdr2_L8_C24,0.7
KC713947|IGHV3-9*03|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C24,0.7
MN337621|IGHV3-9*04|Homo,cdr1_L8_C2,0.9455,cdr2_L8_C24,0.7
HM855939|IGHV3-NL1*01|Homo,cdr1_L8_C5,1.0,cdr2_L8_C16,0.625
HUMAN_VH3_SCF_11,cdr1_L4_C27,1.0,cdr2_L3_C37,1.0
HUMAN_VH3_SCF_19,cdr1_L4_C28,1.0,cdr2_L2_C44,1.0
HUMAN_VH3_SCF_20,cdr1_L2_C29,1.0,cdr2_L4_C45,1.0
HUMAN_VH3_SCF_21,cdr1_L1_C24,1.0,cdr2_L4_C45,1.0
HUMAN_VH3_SCF_29,cdr1_L5_C30,1.0,cdr2_L4_C46,0.7
